datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-08-08,125.4071,99867.4328,1.3,99992.83989999999,1.9535780393376e-05,0.999928399,0.000226592000000303
1990-08-09,123.4537,99867.4328,1.3,99990.8865,-1.9535398754100264e-05,0.999908865,0.0002461260000002907
1990-08-10,121.10969999999999,99867.4328,1.3,99988.5425,-2.3442136399043356e-05,0.999885425,0.0002695660000002764
1990-08-13,124.6257,99867.4328,1.3,99992.0585,3.5164028918677204e-05,0.999920585,0.00023440600000024236
1990-08-14,124.2351,99867.4328,1.3,99991.6679,-3.9063102196257304e-06,0.999916679,0.00023831200000024033
1990-08-15,122.6724,99867.4328,1.3,99990.10519999999,-1.562830216583766e-05,0.999901052,0.0002539390000002584
1990-08-16,120.32830000000001,99867.4328,1.3,99987.76109999999,-2.3443319669635976e-05,0.9998776109999999,0.0002773800000003268
1990-08-17,114.07750000000001,99867.4328,1.3,99981.5103,-6.251565122794567e-05,0.999815103,0.00033988800000028796
1990-08-20,115.20620000000001,99867.4328,1.3,99982.639,1.1289087318289148e-05,0.9998263899999998,0.000328601000000428
1990-08-21,113.6387,99867.4328,1.3,99981.07149999999,-1.567772180932625e-05,0.9998107149999998,0.0003442760000004208
1990-08-22,110.11200000000001,99867.4328,1.3,99977.54479999999,-3.527367677791382e-05,0.9997754479999998,0.0003795430000004263
1990-08-23,108.15270000000001,99867.4328,1.3,99975.5855,-1.9597400635396056e-05,0.999755855,0.0003991360000002997
1990-08-24,111.2876,99867.4328,1.3,99978.72039999999,3.1356655570524694e-05,0.9997872039999999,0.0003677870000003969
1990-08-27,118.34100000000001,99867.4328,1.3,99985.7738,7.054901254766044e-05,0.9998577379999999,0.0002972530000003859
1990-08-28,119.5166,99867.4328,1.3,99986.9494,1.1757672670142938e-05,0.999869494,0.00028549700000024547
1990-08-29,116.77360000000002,99867.4328,1.3,99984.2064,-2.743358024681619e-05,0.9998420640000001,0.0003129270000001849
1990-08-30,113.6387,99867.4328,1.3,99981.07149999999,-3.1353951917778566e-05,0.9998107150000001,0.00034427600000019876
1990-08-31,115.9899,99867.4328,1.3,99983.4227,2.3516451311600406e-05,0.9998342270000001,0.00032076400000013994
1990-09-04,115.9899,99867.4328,1.3,99983.4227,0.0,0.9998342270000001,0.00032076400000013994
1990-09-05,112.85499999999999,99867.4328,1.3,99980.28779999999,-3.135419767941183e-05,0.9998028780000001,0.0003521130000001538
1990-09-06,112.07129999999998,99867.4328,1.3,99979.50409999999,-7.838545149740916e-06,0.999795041,0.0003599500000002198
1990-09-07,114.0306,99867.4328,1.3,99981.4634,1.9597016585048976e-05,0.9998146340000001,0.00034035700000012437
1990-09-10,112.07129999999998,99867.4328,1.3,99979.50409999999,-1.959663254935684e-05,0.9997950410000002,0.0003599500000001088
1990-09-11,106.58530000000002,99867.4328,1.3,99974.0181,-5.487124635572549e-05,0.9997401810000002,0.0004148100000000987
1990-09-12,106.58530000000002,99867.4328,1.3,99974.0181,0.0,0.9997401810000002,0.0004148100000000987
1990-09-13,105.80160000000001,99867.4328,1.3,99973.2344,-7.839036730739046e-06,0.9997323440000001,0.00042264700000016475
1990-09-14,106.58530000000002,99867.4328,1.3,99974.0181,7.839098181694482e-06,0.9997401810000002,0.0004148100000000987
1990-09-17,105.80160000000001,99867.4328,1.3,99973.2344,-7.839036730739046e-06,0.9997323440000001,0.00042264700000016475
1990-09-18,104.62599999999999,99867.4328,1.3,99972.0588,-1.1759147406364967e-05,0.9997205880000001,0.00043440300000019416
1990-09-19,101.883,99867.4328,1.3,99969.3158,-2.743766641322143e-05,0.9996931580000001,0.0004618330000001336
1990-09-20,99.14,99867.4328,1.3,99966.5728,-2.743841925945123e-05,0.9996657280000001,0.0004892630000001841
1990-09-21,98.7481,99867.4328,1.3,99966.18089999999,-3.92031045004515e-06,0.999661809,0.0004931820000002585
1990-09-24,94.82959999999999,99867.4328,1.3,99962.26239999999,-3.919825649756348e-05,0.999622624,0.0005323670000002556
1990-09-25,94.0458,99867.4328,1.3,99961.4786,-7.840958989646651e-06,0.9996147860000001,0.0005402050000001823
1990-09-26,93.26209999999999,99867.4328,1.3,99960.6949,-7.840020085470023e-06,0.9996069490000001,0.0005480420000001374
1990-09-27,88.5598,99867.4328,1.3,99955.9926,-4.704148970458011e-05,0.9995599260000001,0.0005950650000001723
1990-09-28,90.911,99867.4328,1.3,99958.34379999999,2.352235157521143e-05,0.9995834379999999,0.0005715530000003355
1990-10-01,95.6133,99867.4328,1.3,99963.04609999999,4.70425961580645e-05,0.9996304610000001,0.0005245300000001896
1990-10-02,92.8703,99867.4328,1.3,99960.30309999999,-2.7440140201950847e-05,0.9996030310000001,0.000551960000000129
1990-10-03,84.6413,99867.4328,1.3,99952.0741,-8.232267955166073e-05,0.9995207410000002,0.0006342500000000584
1990-10-04,87.7761,99867.4328,1.3,99955.2089,3.136303101491933e-05,0.9995520890000003,0.0006029020000000163
1990-10-05,87.7761,99867.4328,1.3,99955.2089,0.0,0.9995520890000003,0.0006029020000000163
1990-10-08,91.3028,99867.4328,1.3,99958.7356,3.5282803555913844e-05,0.9995873560000004,0.0005676349999998997
1990-10-09,87.7761,99867.4328,1.3,99955.2089,-3.528155872356553e-05,0.9995520890000004,0.0006029019999999052
1990-10-10,83.07379999999999,99867.4328,1.3,99950.5066,-4.7044071557200695e-05,0.9995050660000003,0.0006499249999999401
1990-10-11,86.9924,99867.4328,1.3,99954.4252,3.9205404087416795e-05,0.9995442520000003,0.0006107389999999713
1990-10-12,88.5598,99867.4328,1.3,99955.9926,1.568114665118081e-05,0.9995599260000002,0.0005950650000000612
1990-10-15,86.9924,99867.4328,1.3,99954.4252,-1.568090075676487e-05,0.9995442520000002,0.0006107390000000823
1990-10-16,78.3715,99867.4328,1.3,99945.80429999999,-8.624830749370815e-05,0.9994580430000001,0.0006969480000001971
1990-10-17,0.0,99944.5043,2.6,99944.5043,-1.3007049261326564e-05,0.9994450430000001,0.0007099480000001268
1990-10-18,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-19,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-22,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-23,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-24,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-25,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-26,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-29,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-30,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-10-31,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-01,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-02,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-05,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-06,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-07,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-08,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-09,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-12,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-13,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-14,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-15,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-16,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-19,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-20,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-21,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-23,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-26,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-27,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-28,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-29,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-11-30,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-03,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-04,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-05,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-06,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-07,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-10,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-11,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-12,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-13,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-14,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-17,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-18,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-19,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-20,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-21,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-24,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-26,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-27,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-28,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1990-12-31,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-02,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-03,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-04,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-07,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-08,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-09,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-10,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-11,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-14,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-15,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-16,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-17,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-18,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-21,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-22,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-23,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-24,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-25,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-28,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-29,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-30,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-01-31,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-01,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-04,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-05,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-06,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-07,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-08,0.0,99944.5043,2.6,99944.5043,0.0,0.9994450430000001,0.0007099480000001268
1991-02-11,193.0463,99754.8761,3.9000000000000004,99947.9224,3.419997951792375e-05,0.999479224,0.0006757670000002713
1991-02-12,188.7214,99754.8761,3.9000000000000004,99943.59749999999,-4.327153477690082e-05,0.9994359749999999,0.0007190160000003498
1991-02-13,188.7214,99754.8761,3.9000000000000004,99943.59749999999,0.0,0.9994359749999999,0.0007190160000003498
1991-02-14,179.67849999999999,99754.8761,3.9000000000000004,99934.55459999999,-9.048003300060614e-05,0.9993455459999999,0.0008094450000003528
